60.1,83.5,108.7,121.1,122.6,117.8,111.7,103.9,94.8,94.6,110.2,159.7,251.4,386.3,566.8,773.9,953.8,1041.4,1017.1,896.9,695.8,463,268.4,141.5,70.7,34.4
60.1,83,106.9,117.4,116.7,110,102.5,93.9,84.6,83.9,97.3,141,223.6,347.5,514.9,703.3,856.6,918.2,878.8,752.6,560.8,359.2,203.3,106.3,53.3,26.3
72.1,118.4,180.7,229.6,254.7,257.5,246.1,228.2,214,220.9,265.4,400.1,654.8,993.9,1299.7,1392.7,1186.7,787.9,420,195.9,87.3,39.5,18.9,9.7,5.4,3.2
72.3,118.6,179.9,225.4,244.7,241.2,225.3,205.8,192.1,198.3,238.2,359.3,588.6,892.3,1158,1209.3,974.5,604.5,307.9,142.1,64.6,30.6,15.6,8.6,5.2,3.3
59.9,82.6,106.9,119.2,121.5,118.7,114.8,110.9,110.4,120.3,147,222.9,362.7,560.2,804.9,1071.9,1315,1464.7,1468.5,1331.2,1076.4,753.6,456.5,247.5,125.3,61.1
59.9,82.5,106.2,117,117.4,112.4,106.3,100.5,98.3,105.4,125.8,186.5,297.6,455.9,658.6,890.7,1108.6,1238.7,1230.3,1093.5,859.4,583.9,345.8,185.2,93.4,45.7
60,82.4,105.4,115.1,114,107.4,100,93,90,95.7,112.5,164.4,259.6,396.5,576.2,786,982,1091.2,1063.9,908.8,673.3,431.1,244.7,128.2,64.2,31.5
60,82.4,104.9,113.6,111.1,103.2,94.6,87,83.4,87.9,102,147.3,231.4,354.4,519.6,715.1,894.5,983,931.3,755.6,524.7,317.3,173.6,89.4,44.7,22.1
91.2,203.8,450.6,806.4,1121.7,1269.5,1385.4,1435.2,1281.2,955.2,581.7,295,132.6,56,23,9.3,3.8,1.5,0.6,0.2,0.1,0,0,0,0,0
91.4,203.7,443.9,767.9,1021.7,1133.7,1232.1,1248.4,1080.1,776.5,455.6,224.8,99.6,41.8,17.1,6.9,2.8,1.1,0.5,0.2,0.1,0,0,0,0,0
78.2,152.1,299.6,518.7,784.4,998.7,1121.4,1219.1,1278.2,1221.3,1034,765.6,494,283.4,150,75.6,37.2,18,8.7,4.2,2,1,0.5,0.2,0.1,0.1
78.3,151.6,295.3,499.4,728.3,894.9,989.3,1068.9,1099.5,1020.4,835.1,595.8,371.4,207.7,108.1,54,26.4,12.8,6.2,3,1.4,0.7,0.3,0.2,0.1,0
78.3,151.2,291.5,482,679.8,810.8,886.4,950.9,959.7,867.3,688.5,475.6,288.1,157.9,81.2,40.3,19.6,9.5,4.6,2.2,1,0.5,0.2,0.1,0.1,0
91.2,203.6,449.8,803.9,1111.8,1237.8,1333.7,1387.9,1265.6,982.2,632.3,339.8,161.3,72,31.5,13.8,6.1,2.8,1.3,0.6,0.3,0.2,0.1,0,0,0
91.4,203.5,443.1,765.2,1010.3,1100.6,1181.9,1204.1,1066.9,803.2,502.2,264.8,125,56.1,24.8,11.1,5.1,2.4,1.1,0.6,0.3,0.1,0.1,0,0,0
78.1,152,301.9,534.1,839.7,1114.2,1268.8,1372.8,1466.8,1470.6,1330.4,1068.8,753.2,468.4,264.9,141.4,73.4,37.8,19.5,10.2,5.4,2.9,1.6,0.9,0.5,0.3
78.2,151.9,298.7,516.5,780.3,987.9,1094.1,1176.7,1238.5,1205.1,1052.8,814.5,553.1,334.4,186.3,99.2,51.9,27.1,14.3,7.7,4.2,2.3,1.3,0.8,0.4,0.2
78.2,151.4,294.6,497.8,724.9,884,962.6,1030.5,1065.9,1009,855.2,640.9,423,250.9,138.7,74.1,39.2,20.8,11.2,6.2,3.5,2,1.2,0.7,0.4,0.2
78.3,151,290.8,480.3,675.7,798,858.1,912.8,927.4,856.9,708.4,518.2,335.6,197.2,109.2,59,31.7,17.3,9.6,5.5,3.2,1.9,1.1,0.7,0.4,0.2
88.2,175.5,322.3,468.4,552.1,556,524.8,498.3,485.4,516.5,629,893,1237.3,1348.6,1027.9,546.1,231.6,91.4,37,16.3,8.1,4.5,2.9,2,1.4,1.1
88.3,174.6,315.2,444,502.7,489,453.9,429.1,416.3,441.3,537,763.9,1056,1139.9,862.5,462.5,201.3,82,34.1,15.2,7.5,4.2,2.6,1.7,1.2,0.9
75.7,130.7,210.3,280.1,322.6,335.1,329,312.4,295.7,311.9,394.1,612.1,974.9,1329.8,1458.4,1218.8,750.5,363.4,158.3,69.6,33.1,17.5,10.3,6.5,4.3,3
75.7,129.8,205.8,267.7,299,301,288.4,269.8,253.3,266.3,336.2,523.2,837.1,1148.8,1257.4,1035.1,628.7,305,135.3,61.4,30.4,16.9,10.4,6.9,4.8,3.4
88.3,176.6,326.5,477.4,564.4,567.1,530.8,501,489,519.1,623.8,865.3,1183.7,1298.5,1021.3,568,250.8,101.3,41,17.5,8.2,4.3,2.5,1.6,1.1,0.8
88.4,175.7,319.6,454.3,519.6,510.6,477.8,455.7,446,468.8,552.6,747.5,993.4,1053.5,804.8,445.6,201.6,84.8,35.9,16,7.7,4,2.3,1.5,1,0.7
75.8,131.5,213,285.8,331.1,344.7,336,316.1,298,311.5,385.7,584.1,925.4,1286.4,1451.1,1241.4,778.1,380.6,165.5,71.7,33.3,17.2,9.9,6.2,4.1,2.8
75.8,130.6,208.7,274.1,309.7,315.2,303.3,285,270.7,285.2,353.3,530,823.8,1115.2,1216.7,1000.1,607.5,295.8,131.8,59.9,29.6,16.4,10.1,6.7,4.7,3.4
88,174.1,316.9,456.2,535.2,540.1,511.2,488.7,484.2,521,634.1,899.4,1248.4,1356.4,1028.2,551.8,240.7,98.6,41.5,19,9.7,5.6,3.6,2.5,1.8,1.4
88.2,174.2,313.7,440.9,499.8,489.6,458.7,440.8,438.7,470.2,566,789.5,1066.1,1109.8,807.2,427.5,189.7,80.2,34.8,16.1,8.2,4.6,2.9,1.9,1.3,1
75.7,129.5,204.8,265.6,296.4,299.1,286.8,271.5,263.4,282.3,351.5,537.5,860.1,1194.3,1293.7,1014.8,582.8,274.1,120.9,55.1,27.3,15.1,9.2,6.1,4.2,3
88.8,190,401.4,713.1,1041.1,1202.6,1175.8,1091.8,992.3,941.3,988.4,1125.2,1089.2,729.8,360.3,154.1,64.7,28.3,13.2,6.5,3.4,1.9,1,0.6,0.3,0.2
89.8,192.8,404.9,699.7,966.1,1047.3,994.6,923.1,835.3,780.6,800,884.9,842.8,572.9,295.5,133.8,59.6,27.6,13.6,7.1,3.9,2.2,1.3,0.8,0.5,0.3
90.7,195.8,408.4,685.1,893.4,912.9,846.1,783.8,708.6,659.6,667.4,724.4,684.2,473.1,253.8,120.4,56.1,27.1,13.9,7.5,4.2,2.5,1.5,0.9,0.6,0.4
92.7,193.1,369.8,554,666,686.9,676.3,670.8,662.3,686.1,789.6,1023.2,1205.8,1011.3,585.1,266.3,111.9,47.8,21.6,10.5,5.5,3.1,1.9,1.2,0.8,0.6
92.6,191.4,359.7,521.6,603.2,604.6,588.9,581.1,569.7,586.8,671.7,862,1001.6,836.5,493.1,233,102.2,45.4,21.2,10.5,5.6,3.1,1.9,1.2,0.8,0.5
87.9,186.9,396.2,720,1107.2,1371.9,1411.7,1350.4,1271.9,1236.9,1287.3,1407.2,1326.1,897.4,457.9,202,86,37.3,16.8,7.9,3.9,2,1,0.5,0.3,0.2
88.8,189.9,401.2,712,1038.7,1201.4,1183.5,1121.5,1046.8,995.7,1000.5,1048.2,959.9,655,350.1,164.7,74.9,34.7,16.7,8.3,4.3,2.3,1.3,0.7,0.4,0.2
89.8,193.1,405.9,702.3,971.1,1055.1,1004.4,939.1,860.4,800,787.7,816.9,755.5,532,296.6,145.3,68.5,32.7,16.2,8.4,4.5,2.5,1.4,0.8,0.5,0.3
90.8,196.5,411.6,694.4,913.8,947.2,889.8,829.1,747.5,677,643.2,640.4,574.6,403.1,230.1,117.1,57.6,28.7,14.8,7.9,4.4,2.5,1.5,0.9,0.6,0.3
92.7,194,377.1,582.1,729.5,781,782.3,785.6,795.6,845.1,977.7,1236.2,1420.3,1190.9,706.7,330.7,140.8,60,26.8,12.9,6.7,3.8,2.4,1.6,1.1,0.8
92.8,194.2,374.5,564.2,679.6,698.9,683.9,678.1,674.5,698.6,788,979.2,1122.6,957.1,586.8,285,125.4,54.7,24.6,11.7,5.8,3.1,1.8,1,0.7,0.4
92.8,192.7,364.8,534,624.1,632.9,622.2,618.9,608.8,616.7,675,808.7,892.2,740.9,455.4,228.5,105.5,48.5,23,11.4,5.9,3.2,1.8,1.1,0.7,0.4
88.8,189.5,398.9,705.3,1023.2,1172.5,1140.3,1068.6,991.6,950.2,990.4,1116.8,1088.4,752.5,387.7,173.9,76.7,35.2,17,8.7,4.6,2.5,1.4,0.8,0.5,0.3
89.7,192.6,403.7,695.9,957.9,1035.3,984.9,929.1,862.2,811.8,811.2,858,791.2,542.1,292.1,140.6,66.6,32.5,16.6,8.8,4.9,2.8,1.6,0.9,0.6,0.3
90.8,196,409,686.6,897.6,923.7,868.9,822.7,757.5,697.6,670.3,674.4,598.9,409.2,227.7,115.1,57.3,29.3,15.6,8.7,5,2.9,1.8,1.1,0.7,0.4
92.5,191.6,363.7,540.4,647.7,670.7,664.1,666.3,671.7,705.9,808.6,1027.2,1182.6,986.1,583.7,278.2,123.1,55,25.8,12.9,7,4,2.5,1.6,1.1,0.8
92.6,191.1,358.1,518.6,601.6,609.1,601.2,604.9,606.9,628.6,702.4,859.5,945.3,762.3,452.2,223.2,103.6,48.5,23.6,12,6.5,3.7,2.2,1.4,0.9,0.6
